class;bugsUntil;bugsAfter;RFC;WMC;CBO;DIT;LCOM;NOC;NoPubAttr;NoPubMeth;numAttrInh;NoM;NoLoC;NoMInh;NoPrivAttr;NoPrivMeth;FanIn;FanOut
org::eclipse::jdt::internal::formatter::CascadingMethodInvocationFragmentBuilder ;4;0; 12.0; 6.0;1;2;6;0; 1.0;3;0; 4.0; 26.0;11;0;0;1;0
org::eclipse::jdt::internal::core::util::ASTNodeFinder ;3;0; 36.0; 43.0;13;1;10;0; 0.0;5;0; 5.0; 129.0;8;1;0;3;10
org::eclipse::jdt::internal::codeassist::complete::CompletionOnParameterizedQualifiedTypeReference ;2;0; 25.0; 16.0;4;8;21;0; 1.0;7;388; 7.0; 67.0;109;1;0;2;2
org::eclipse::jdt::core::search::LocalVariableReferenceMatch ;2;0; 4.0; 3.0;2;2;3;0; 0.0;3;2; 3.0; 12.0;33;2;0;1;1
org::eclipse::jdt::internal::compiler::parser::diagnose::RangeUtil ;5;0; 16.0; 22.0;2;1;6;0; 0.0;3;0; 4.0; 60.0;8;0;1;0;2
org::eclipse::jdt::internal::core::builder::QualifiedNameSet ;1;0; 10.0; 14.0;2;1;6;0; 3.0;3;0; 4.0; 44.0;8;0;1;1;1
org::eclipse::jdt::internal::codeassist::CompletionUnitStructureRequestor ;2;0; 46.0; 43.0;15;3;91;0; 0.0;1;15; 14.0; 128.0;70;4;0;2;13
org::eclipse::jdt::internal::core::util::InnerClassesAttribute ;1;0; 5.0; 5.0;3;3;3;0; 0.0;3;1; 3.0; 21.0;31;3;0;1;2
org::eclipse::jdt::internal::compiler::env::AccessRestriction ;4;0; 5.0; 3.0;6;1;3;0; 2.0;3;0; 3.0; 11.0;8;1;0;5;1
org::eclipse::jdt::internal::eval::CodeSnippetThisReference ;2;0; 29.0; 20.0;6;6;55;0; 3.0;11;398; 11.0; 75.0;99;0;0;1;5
org::eclipse::jdt::internal::core::PackageFragmentInfo ;2;0; 7.0; 5.0;5;3;6;1; 0.0;1;3; 4.0; 25.0;17;0;0;3;2
org::eclipse::jdt::internal::compiler::lookup::ImportConflictBinding ;1;0; 6.0; 3.0;2;3;3;0; 1.0;3;32; 3.0; 10.0;21;0;0;1;1
org::eclipse::jdt::core::dom::PrefixExpression ;8;0; 48.0; 25.0;4;3;105;0; 0.0;5;95; 15.0; 97.0;73;3;0;1;3
org::eclipse::jdt::internal::compiler::parser::diagnose::LexStream ;6;0; 69.0; 45.0;6;1;136;0; 0.0;16;114; 17.0; 212.0;8;10;1;1;5
org::eclipse::jdt::internal::core::search::indexing::AbstractIndexer ;8;0; 78.0; 40.0;10;1;153;2; 1.0;15;39; 18.0; 137.0;8;0;1;2;8
org::eclipse::jdt::core::dom::Annotation ;5;0; 25.0; 15.0;11;3;78;3; 1.0;9;95; 13.0; 53.0;75;0;0;5;6
org::eclipse::jdt::internal::core::ClasspathAttribute ;0;0; 9.0; 8.0;5;1;15;0; 0.0;6;2; 6.0; 21.0;10;2;0;3;2
org::eclipse::jdt::internal::compiler::lookup::BinaryLocalVariableBinding ;0;0; 2.0; 3.0;0;4;1;0; 1.0;2;43; 2.0; 7.0;33;0;0;0;0
org::eclipse::jdt::internal::codeassist::complete::CompletionNodeDetector ;3;0; 6.0; 17.0;2;2;10;0; 0.0;3;0; 5.0; 29.0;11;3;2;1;1
org::eclipse::jdt::core::dom::IfStatement ;10;0; 64.0; 32.0;6;3;120;0; 0.0;7;95; 16.0; 128.0;73;4;0;1;5
org::eclipse::jdt::internal::core::search::matching::QualifiedTypeDeclarationPattern ;10;1; 31.0; 25.0;7;5;10;0; 3.0;3;69; 5.0; 100.0;54;0;0;1;6
org::eclipse::jdt::internal::compiler::ast::LocalDeclaration ;29;0; 79.0; 62.0;26;4;21;3; 1.0;7;396; 7.0; 209.0;57;0;0;8;18
org::eclipse::jdt::internal::core::hierarchy::ChangeCollector ;2;0; 116.0; 68.0;13;1;66;0; 2.0;3;0; 12.0; 254.0;8;0;9;1;13
org::eclipse::jdt::internal::codeassist::select::SelectionParser ;25;1; 262.0; 166.0;34;3;1176;0; 3.0;16;427; 49.0; 1189.0;96;0;2;1;33
org::eclipse::jdt::core::dom::Comment ;0;0; 8.0; 7.0;5;2;21;3; 0.0;5;95; 7.0; 24.0;68;1;0;4;1
org::eclipse::jdt::internal::core::search::matching::DeclarationOfAccessedFieldsPattern ;3;1; 2.0; 1.0;2;6;0;0; 0.0;1;74; 1.0; 7.0;56;0;0;2;0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocFieldReference ;4;0; 31.0; 22.0;4;7;36;0; 2.0;8;406; 9.0; 76.0;115;0;0;1;3
org::eclipse::jdt::internal::core::JavaModelCache ;7;1; 69.0; 43.0;8;1;45;0; 1.0;5;0; 10.0; 166.0;8;0;0;1;7
org::eclipse::jdt::internal::compiler::util::HashtableOfPackage ;1;0; 17.0; 25.0;3;1;21;0; 4.0;6;0; 7.0; 79.0;8;0;1;2;2
org::eclipse::jdt::internal::core::ResolvedSourceMethod ;2;0; 9.0; 6.0;3;7;10;1; 0.0;4;70; 5.0; 23.0;255;1;0;3;1
org::eclipse::jdt::internal::core::Member ;19;0; 150.0; 94.0;33;4;190;2; 0.0;14;52; 20.0; 312.0;141;0;0;11;23
org::eclipse::jdt::internal::core::SourceMapper ;48;1; 331.0; 148.0;36;2;703;0; 10.0;24;12; 38.0; 909.0;36;3;10;7;31
org::eclipse::jdt::core::util::OpcodeStringValues ;2;1; 0.0; 0.0;0;1;0;0; 0.0;0;204; 0.0; 0.0;8;0;0;0;0
org::eclipse::jdt::core::formatter::IndentManipulation ;3;0; 70.0; 68.0;10;1;78;0; 0.0;10;0; 13.0; 235.0;8;0;3;5;5
org::eclipse::jdt::core::dom::AbstractTypeDeclaration ;6;0; 35.0; 17.0;18;3;120;3; 2.0;9;97; 16.0; 61.0;84;0;0;11;7
org::eclipse::jdt::core::dom::SwitchCase ;9;0; 39.0; 19.0;4;3;78;0; 0.0;4;95; 13.0; 75.0;73;3;0;1;3
org::eclipse::jdt::internal::compiler::SourceElementParser ;21;0; 230.0; 188.0;26;3;1225;1; 7.0;9;406; 50.0; 849.0;20;0;3;4;22
org::eclipse::jdt::core::dom::TypeLiteral ;8;0; 37.0; 19.0;3;3;66;0; 0.0;3;95; 12.0; 72.0;73;2;0;1;3
org::eclipse::jdt::internal::compiler::ast::StringLiteralConcatenation ;1;0; 15.0; 9.0;3;6;10;0; 2.0;5;386; 5.0; 46.0;85;1;0;1;2
org::eclipse::jdt::internal::core::search::PatternSearchJob ;8;0; 31.0; 23.0;10;1;36;1; 0.0;9;5; 9.0; 75.0;13;0;0;4;7
org::eclipse::jdt::internal::compiler::ast::DoStatement ;17;0; 60.0; 32.0;11;3;15;0; 3.0;6;380; 6.0; 163.0;38;2;0;0;11
org::eclipse::jdt::internal::core::util::Util ;68;4; 632.0; 520.0;125;1;5356;0; 1.0;83;0; 104.0; 1892.0;8;13;19;82;48
org::eclipse::jdt::internal::codeassist::select::SelectionNodeFound ;2;0; 1.0; 1.0;0;1;0;0; 2.0;1;0; 1.0; 4.0;23;1;0;0;0
org::eclipse::jdt::internal::eval::CodeSnippetSkeleton ;8;0; 25.0; 22.0;3;3;231;0; 1.0;22;19; 22.0; 66.0;27;0;0;1;2
org::eclipse::jdt::core::search::TypeNameRequestor ;3;0; 2.0; 1.0;3;1;1;0; 0.0;2;0; 2.0; 3.0;8;0;0;3;0
org::eclipse::jdt::internal::core::search::matching::PackageReferenceLocator ;26;3; 60.0; 85.0;16;2;55;0; 0.0;4;68; 11.0; 256.0;33;0;0;1;16
org::eclipse::jdt::internal::core::dom::rewrite::SourceModifier ;1;0; 8.0; 4.0;2;1;3;0; 0.0;3;0; 3.0; 18.0;8;4;0;1;1
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSendName ;2;0; 21.0; 12.0;4;5;3;0; 0.0;3;397; 3.0; 44.0;94;0;0;1;3
org::eclipse::jdt::internal::compiler::problem::ProblemHandler ;13;0; 9.0; 5.0;2;1;10;1; 3.0;5;0; 5.0; 38.0;8;0;0;1;1
org::eclipse::jdt::internal::core::DeltaProcessingState ;26;1; 168.0; 79.0;33;1;231;0; 14.0;21;0; 22.0; 419.0;8;7;1;8;28
org::eclipse::jdt::internal::core::SetClasspathOperation ;32;1; 21.0; 9.0;7;3;6;0; 3.0;3;19; 4.0; 44.0;67;0;0;0;7
org::eclipse::jdt::internal::core::jdom::DOMCompilationUnit ;5;0; 39.0; 27.0;10;3;105;0; 0.0;9;50; 15.0; 89.0;118;0;0;1;9
org::eclipse::jdt::internal::core::SetVariablesOperation ;4;0; 58.0; 36.0;12;3;10;0; 3.0;1;19; 5.0; 152.0;67;0;3;1;11
org::eclipse::jdt::core::dom::MarkerAnnotation ;4;0; 32.0; 15.0;3;4;55;0; 0.0;1;96; 11.0; 54.0;88;1;0;1;2
org::eclipse::jdt::internal::core::search::matching::TypeDeclarationPattern ;16;1; 53.0; 65.0;9;4;36;2; 7.0;5;61; 9.0; 240.0;45;0;0;3;6
org::eclipse::jdt::internal::codeassist::select::SelectionOnSuperReference ;1;0; 10.0; 5.0;3;7;3;0; 0.0;3;384; 3.0; 16.0;99;0;0;1;2
org::eclipse::jdt::internal::core::JavaModelManager ;141;9; 1026.0; 489.0;110;1;7381;0; 31.0;74;0; 122.0; 2475.0;8;35;38;70;61
org::eclipse::jdt::internal::core::BufferManager ;4;0; 40.0; 15.0;15;1;36;0; 0.0;7;0; 9.0; 70.0;8;1;0;7;8
org::eclipse::jdt::internal::core::search::matching::ClasspathSourceDirectory ;7;0; 39.0; 22.0;6;2;45;0; 5.0;8;0; 10.0; 72.0;18;0;0;1;5
org::eclipse::jdt::internal::core::search::indexing::AddJarFileToIndex ;5;1; 77.0; 51.0;15;2;21;0; 1.0;6;8; 7.0; 195.0;19;1;0;0;15
org::eclipse::jdt::core::dom::SingleVariableDeclaration ;13;0; 117.0; 65.0;14;3;435;0; 0.0;14;95; 30.0; 257.0;82;9;0;8;7
org::eclipse::jdt::internal::compiler::ast::SuperReference ;2;0; 18.0; 10.0;12;6;28;2; 0.0;8;384; 8.0; 41.0;91;0;0;6;6
org::eclipse::jdt::internal::core::util::ToStringSorter ;0;0; 11.0; 10.0;3;1;6;0; 2.0;3;0; 4.0; 42.0;8;0;1;1;2
org::eclipse::jdt::internal::compiler::ast::DoubleLiteral ;2;0; 16.0; 16.0;4;6;10;0; 1.0;5;385; 5.0; 85.0;79;0;0;0;4
org::eclipse::jdt::internal::compiler::util::HashtableOfIntValues ;0;0; 24.0; 31.0;5;1;36;0; 4.0;8;0; 9.0; 115.0;16;0;1;2;3
org::eclipse::jdt::internal::compiler::classfmt::FieldInfoWithAnnotation ;0;0; 17.0; 10.0;5;3;10;0; 0.0;2;12; 5.0; 40.0;45;1;0;1;5
org::eclipse::jdt::internal::compiler::ast::Clinit ;14;2; 79.0; 46.0;20;3;55;0; 0.0;10;408; 11.0; 231.0;58;2;1;2;19
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword2 ;2;0; 9.0; 5.0;2;3;10;0; 0.0;5;387; 5.0; 18.0;35;2;0;1;1
org::eclipse::jdt::core::compiler::CompilationProgress ;1;0; 5.0; 0.0;2;1;10;0; 0.0;5;0; 5.0; 0.0;8;0;0;2;0
org::eclipse::jdt::internal::core::dom::rewrite::ImportRewriteAnalyzer ;7;1; 306.0; 157.0;17;1;351;0; 0.0;9;0; 27.0; 606.0;8;13;16;2;16
org::eclipse::jdt::internal::compiler::lookup::SyntheticMethodBinding ;10;2; 34.0; 38.0;7;3;6;0; 7.0;3;37; 4.0; 166.0;72;0;0;1;7
org::eclipse::jdt::internal::core::dom::rewrite::NodeInfoStore ;3;0; 37.0; 19.0;15;1;36;0; 0.0;8;0; 9.0; 74.0;8;3;1;5;10
org::eclipse::jdt::core::dom::QualifiedName ;14;0; 58.0; 28.0;8;4;105;0; 0.0;5;97; 15.0; 110.0;79;3;0;4;4
org::eclipse::jdt::core::dom::SuperConstructorInvocation ;8;0; 54.0; 29.0;5;3;120;0; 0.0;6;95; 16.0; 101.0;73;5;0;1;5
org::eclipse::jdt::core::ClasspathVariableInitializer ;0;0; 2.0; 1.0;1;1;1;0; 0.0;2;0; 2.0; 3.0;8;0;0;1;0
org::eclipse::jdt::internal::core::ClassFile ;44;0; 243.0; 124.0;51;4;990;0; 0.0;31;63; 45.0; 549.0;161;0;3;22;34
org::eclipse::jdt::internal::compiler::util::HashtableOfLong ;1;0; 11.0; 22.0;2;1;21;0; 4.0;6;0; 7.0; 74.0;8;0;1;1;1
org::eclipse::jdt::internal::compiler::codegen::BranchLabel ;9;1; 45.0; 52.0;25;2;66;1; 2.0;9;3; 12.0; 199.0;10;2;0;20;6
org::eclipse::jdt::internal::core::util::LocalVariableTypeTableEntry ;0;0; 15.0; 10.0;4;2;28;0; 0.0;8;0; 8.0; 38.0;26;7;0;1;3
org::eclipse::jdt::internal::compiler::lookup::AnnotationHolder ;0;0; 10.0; 15.0;4;1;15;1; 1.0;1;0; 6.0; 32.0;8;0;0;2;2
org::eclipse::jdt::internal::compiler::ast::CompoundAssignment ;6;0; 49.0; 48.0;11;5;36;2; 2.0;9;413; 9.0; 150.0;84;0;0;1;10
org::eclipse::jdt::core::search::TypeParameterReferenceMatch ;1;0; 2.0; 1.0;2;2;0;0; 0.0;1;2; 1.0; 4.0;33;0;0;1;1
org::eclipse::jdt::internal::core::ClasspathAccessRule ;2;0; 7.0; 11.0;4;2;6;0; 0.0;3;7; 4.0; 27.0;17;0;1;3;1
org::eclipse::jdt::internal::core::CompilationUnit ;73;1; 442.0; 216.0;69;4;3081;2; 1.0;67;68; 79.0; 830.0;200;1;0;28;51
org::eclipse::jdt::internal::core::search::matching::SuperTypeNamesCollector ;14;0; 61.0; 37.0;26;1;21;0; 8.0;2;0; 7.0; 162.0;8;0;0;2;25
org::eclipse::jdt::internal::core::DocumentAdapter ;1;0; 8.0; 3.0;2;1;3;0; 0.0;3;0; 3.0; 12.0;0;1;0;1;1
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier ;49;3; 267.0; 292.0;18;1;630;1; 4.0;3;0; 36.0; 736.0;8;1;0;7;13
org::eclipse::jdt::internal::core::jdom::DOMInitializer ;4;0; 45.0; 22.0;8;4;120;0; 0.0;7;50; 16.0; 89.0;174;0;0;1;7
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTypeParamReference ;3;0; 8.0; 6.0;2;7;10;0; 2.0;5;396; 5.0; 17.0;102;0;0;1;1
org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedTypeReference ;3;0; 27.0; 17.0;5;6;45;0; 1.0;9;386; 10.0; 63.0;95;1;0;2;3
org::eclipse::jdt::internal::compiler::ast::SingleMemberAnnotation ;2;0; 14.0; 9.0;6;5;10;0; 1.0;5;388; 5.0; 34.0;78;1;0;3;3
org::eclipse::jdt::internal::core::util::BindingKeyResolver ;27;0; 113.0; 119.0;15;2;630;0; 17.0;31;2; 36.0; 435.0;41;0;5;1;14
org::eclipse::jdt::internal::compiler::ast::CharLiteral ;1;0; 16.0; 18.0;3;6;15;0; 1.0;5;385; 6.0; 72.0;79;0;1;0;3
org::eclipse::jdt::internal::codeassist::impl::AssistParser ;34;0; 340.0; 283.0;12;2;3828;2; 3.0;24;402; 88.0; 1384.0;8;0;0;3;9
org::eclipse::jdt::internal::core::ImportDeclaration ;7;0; 30.0; 18.0;6;4;66;1; 0.0;8;52; 12.0; 57.0;131;0;0;2;4
org::eclipse::jdt::internal::core::jdom::SiblingEnumeration ;1;0; 4.0; 4.0;3;1;3;0; 0.0;2;0; 3.0; 13.0;8;0;0;2;1
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleNameReference ;3;0; 8.0; 4.0;3;7;3;0; 4.0;3;419; 3.0; 17.0;115;0;0;1;2
org::eclipse::jdt::internal::core::Initializer ;7;0; 41.0; 19.0;12;5;55;1; 0.0;7;68; 11.0; 67.0;199;0;0;3;9
org::eclipse::jdt::core::dom::rewrite::ASTRewrite ;13;1; 150.0; 74.0;24;1;325;0; 0.0;16;0; 26.0; 281.0;8;4;7;6;19
org::eclipse::jdt::internal::core::search::indexing::RemoveFromIndex ;1;0; 8.0; 8.0;3;2;3;0; 1.0;3;8; 3.0; 25.0;19;0;0;1;2
org::eclipse::jdt::internal::compiler::ast::NameReference ;3;0; 9.0; 11.0;4;5;36;2; 3.0;9;384; 9.0; 34.0;85;0;0;4;0
org::eclipse::jdt::core::dom::EnumConstantDeclaration ;9;0; 78.0; 36.0;8;3;210;0; 0.0;8;97; 21.0; 141.0;84;4;0;1;8
org::eclipse::jdt::internal::core::search::matching::FieldLocator ;24;1; 89.0; 100.0;20;3;78;0; 0.0;2;69; 13.0; 274.0;37;0;0;1;20
org::eclipse::jdt::internal::core::SourceField ;13;0; 67.0; 34.0;21;6;78;1; 0.0;10;69; 13.0; 120.0;216;0;0;3;19
org::eclipse::jdt::core::dom::DefaultBindingResolver ;110;1; 369.0; 331.0;35;2;741;0; 6.0;2;0; 39.0; 1106.0;43;1;1;4;34
org::eclipse::jdt::internal::compiler::parser::RecoveredLocalVariable ;2;0; 21.0; 34.0;6;3;55;0; 6.0;11;5; 11.0; 107.0;40;0;0;1;5
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedSingleTypeReference ;0;0; 11.0; 4.0;3;8;3;0; 0.0;3;388; 3.0; 21.0;110;0;0;1;2
org::eclipse::jdt::internal::formatter::comment::JavaDocLine ;1;0; 9.0; 5.0;3;3;3;0; 0.0;0;58; 3.0; 15.0;37;0;0;1;2
org::eclipse::jdt::internal::codeassist::complete::CompletionOnBrankStatementLabel ;1;0; 10.0; 5.0;2;4;6;0; 1.0;4;384; 4.0; 23.0;41;1;0;1;1
org::eclipse::jdt::core::dom::QualifiedType ;6;0; 53.0; 27.0;8;3;91;0; 1.0;5;95; 14.0; 107.0;76;3;0;4;4
org::eclipse::jdt::internal::core::ReconcileWorkingCopyOperation ;31;0; 73.0; 46.0;15;2;28;0; 9.0;3;18; 8.0; 190.0;62;0;2;2;15
org::eclipse::jdt::internal::core::builder::CompilationParticipantResult ;3;0; 4.0; 3.0;2;1;3;1; 0.0;1;0; 3.0; 19.0;8;0;0;1;1
org::eclipse::jdt::core::compiler::CompilationParticipant ;5;1; 8.0; 8.0;4;1;28;0; 2.0;8;0; 8.0; 24.0;8;0;0;4;0
org::eclipse::jdt::internal::compiler::lookup::MethodBinding ;34;3; 244.0; 235.0;66;2;1540;4; 9.0;54;28; 56.0; 724.0;16;0;0;56;19
org::eclipse::jdt::internal::core::hierarchy::HierarchyResolver ;36;0; 174.0; 150.0;38;1;120;0; 2.0;5;0; 16.0; 629.0;9;8;10;3;35
org::eclipse::jdt::internal::compiler::ast::ParameterizedSingleTypeReference ;29;1; 91.0; 61.0;14;7;45;1; 1.0;8;387; 10.0; 244.0;101;0;1;2;12
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocMessageSend ;3;0; 26.0; 18.0;2;6;28;0; 2.0;8;408; 8.0; 56.0;101;0;0;1;1
org::eclipse::jdt::internal::core::search::indexing::AddFolderToIndex ;5;0; 19.0; 11.0;3;2;3;0; 4.0;3;8; 3.0; 79.0;19;0;0;1;2
org::eclipse::jdt::internal::core::BasicCompilationUnit ;3;0; 24.0; 19.0;7;2;21;0; 0.0;6;1; 7.0; 71.0;12;0;1;4;3
org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding ;46;1; 297.0; 293.0;37;4;666;1; 0.0;24;49; 37.0; 947.0;148;0;6;7;33
org::eclipse::jdt::internal::compiler::lookup::RawTypeBinding ;24;0; 78.0; 33.0;9;5;78;0; 0.0;12;57; 13.0; 129.0;202;0;0;1;9
org::eclipse::jdt::internal::core::SortElementsOperation ;14;0; 78.0; 37.0;16;2;55;0; 3.0;4;18; 11.0; 281.0;62;0;3;1;15
org::eclipse::jdt::internal::compiler::lookup::CompilationUnitScope ;34;4; 280.0; 226.0;44;2;406;0; 8.0;10;262; 29.0; 687.0;80;5;5;21;28
org::eclipse::jdt::core::search::FieldDeclarationMatch ;0;0; 1.0; 1.0;2;2;0;0; 0.0;1;2; 1.0; 3.0;33;0;0;2;0
org::eclipse::jdt::core::jdom::DOMException ;1;0; 1.0; 1.0;2;1;0;0; 0.0;1;0; 1.0; 3.0;23;1;0;2;0
org::eclipse::jdt::internal::compiler::flow::UnconditionalFlowInfo ;15;0; 84.0; 342.0;24;2;703;1; 9.0;37;8; 38.0; 1440.0;46;0;0;19;6
org::eclipse::jdt::internal::core::util::ConstantValueAttribute ;0;0; 5.0; 3.0;3;3;3;0; 0.0;2;1; 3.0; 11.0;31;2;0;1;2
org::eclipse::jdt::internal::codeassist::complete::CompletionOnClassLiteralAccess ;0;0; 10.0; 4.0;3;5;3;0; 2.0;3;387; 3.0; 17.0;75;0;0;1;2
org::eclipse::jdt::internal::compiler::batch::FileSystem ;18;0; 65.0; 66.0;11;1;36;0; 2.0;5;12; 9.0; 198.0;11;0;3;1;10
org::eclipse::jdt::internal::compiler::problem::ShouldNotImplement ;0;0; 1.0; 1.0;2;1;0;0; 0.0;1;0; 1.0; 3.0;23;1;0;2;0
org::eclipse::jdt::internal::codeassist::complete::CompletionScanner ;24;0; 104.0; 260.0;11;2;28;0; 6.0;8;219; 8.0; 796.0;55;0;0;3;8
org::eclipse::jdt::internal::compiler::ast::NumberLiteral ;0;0; 3.0; 3.0;1;5;3;5; 1.0;3;384; 3.0; 11.0;76;0;0;1;0
org::eclipse::jdt::internal::eval::CodeSnippetScope ;11;2; 118.0; 94.0;18;3;45;0; 0.0;10;274; 10.0; 308.0;103;0;0;5;13
org::eclipse::jdt::internal::codeassist::select::SelectionOnImportReference ;0;0; 7.0; 4.0;2;3;1;0; 0.0;2;387; 2.0; 12.0;32;0;0;1;1
org::eclipse::jdt::internal::compiler::codegen::Label ;10;0; 2.0; 1.0;0;1;1;2; 2.0;2;0; 2.0; 3.0;8;0;0;0;0
org::eclipse::jdt::internal::compiler::ast::JavadocQualifiedTypeReference ;23;0; 27.0; 14.0;9;6;15;1; 3.0;3;386; 6.0; 48.0;95;0;1;2;7
org::eclipse::jdt::internal::core::search::matching::JavaSearchPattern ;21;1; 94.0; 88.0;35;3;153;9; 6.0;6;52; 18.0; 306.0;27;2;0;25;10
org::eclipse::jdt::core::dom::RecoveredVariableBinding ;4;0; 47.0; 29.0;7;2;190;0; 0.0;19;6; 20.0; 87.0;30;2;0;0;7
org::eclipse::jdt::core::CompletionProposal ;19;1; 105.0; 100.0;8;2;780;0; 0.0;39;20; 40.0; 347.0;25;22;0;4;4
